ECON-202 -51 000462,Microeconomics,3,ECON-Economics
ECON-311 -01 000463,Economics of the Environment,4,ECON-Economics
ECON-315 -50 000464,Economics of Diversity,4,ECON-Economics
ECON-351 -50 000465,Intermediate Macroeconomics,4,ECON-Economics
ETHS-304 -01 000962,Environmental Justice and Public Policy,4,ETHS-Ethnic Studies
ETHS-304 -21 000951,Environmental Justice and Public Policy,4,ETHS-Ethnic Studies
ETHS-304 -50 000938,Environmental Justice and Public Policy,4,ETHS-Ethnic Studies
ETHS-304 -51 000943,Environmental Justice and Public Policy,4,ETHS-Ethnic Studies
ETHS-304 -52 000950,Environmental Justice and Public Policy,4,ETHS-Ethnic Studies
ETHS-304 -53 001216,Environmental Justice and Public Policy,4,ETHS-Ethnic Studies
ETHS-305 -50 000939,Major Issues in U.S. Race Relations,4,ETHS-Ethnic Studies
ETHS-306 -01 000952,Politics of Mixed Racial Identity,4,ETHS-Ethnic Studies
ETHS-309 -01 000940,Race and Public Policy,4,ETHS-Ethnic Studies
ETHS-318 -50 000963,"Trauma and Traumascapes: Identity, Legacy, and Memory",4,ETHS-Ethnic Studies
ETHS-324 -50 000953,"Race, Identity, and the Internet",4,ETHS-Ethnic Studies
GEOG-201 -01 000990,Introduction to Geography,3,GEOG-Geography
GEOG-201 -50 000991,Introduction to Geography,3,GEOG-Geography
GNDR-201 -01 000975,Introduction to Gender and Women's Studies,4,GNDR-Gender Studies
GNDR-367 -01 000978,Transgender Identities,4,GNDR-Gender Studies
GNDR-375 -50 000979,Intersectionality,4,GNDR-Gender Studies
HIST-101 -01 001067,The American Past: To 1865,3,HIST-History
HIST-101 -50 001209,The American Past: To 1865,3,HIST-History
HIST-103 -01 001068,World History I: Patterns of Civilization to 1500,3,HIST-History
HIST-103 -50 001211,World History I: Patterns of Civilization to 1500,3,HIST-History
HIST-301 -01 001069,Historical Interpretation,4,HIST-History
HIST-305 -50 001070,U.S. Economic Life: Technology,4,HIST-History
HIST-309 -50 001114,Women and Public Activism,4,HIST-History
HIST-312 -01 001072,Beginnings of American Society: Colonial and Revolutionary History,4,HIST-History
HIST-315 -01 001071,The Civil Rights Movement in the 1960s,4,HIST-History
HIST-336 -01 001074,"From Roosevelt to Reagan: American History, 1932-1980",4,HIST-History
HIST-336 -50 001208,"From Roosevelt to Reagan: American History, 1932-1980",4,HIST-History
HIST-348 -50 001075,U.S. Legal History: A Survey,4,HIST-History
HIST-363 -01 001076,World Environmental History,4,HIST-History
HIST-383 -01 001173,Latin America History II: 1910 to Present,4,HIST-History
HIST-391 -01 001077,The Crusades: Origins and Global Perspectives,4,HIST-History
HIST-394 -01 001078,Comparative Women's History,4,HIST-History
HSFS-338 -01 000132,"Family: Racial, Gender and Class Dimensions",4,HSFS-Human Services/Family Studies
HSFS-339 -01 000133,Issues and Actions in Family Policy,4,HSFS-Human Services/Family Studies
HSFS-341 -01 000134,Work and Family,4,HSFS-Human Services/Family Studies
HSFS-343 -01 001153,The Family: A Social/Psychological Exploration,4,HSFS-Human Services/Family Studies
HSG-374 -01 000135,Aging in America: A Personal Challenge,4,HSG-Human Services Gerontology
HSVP-301 -01 000138,"Violence: Individual, Community and Global Responses",4,HSVP-Human Service Violence Prevention
LING-316 -01 000880,The Nature of Language,4,LING-Linguistics
LING-326 -50 000881,Language and Culture,4,LING-Linguistics
POL-101 -01 000992,Introduction to American Government and Politics,4,POL-Political Science
POL-101 -02 000993,Introduction to American Government and Politics,4,POL-Political Science
POL-301 -01 000994,Citizenship in a Global Context,4,POL-Political Science
POL-303 -01 000995,Ethnic Conflict in Global Perspective,4,POL-Political Science
POL-304 -01 000996,Social Movements in Global Perspective,4,POL-Political Science
POL-305 -01 000997,Elections and Political Parties,4,POL-Political Science
POL-321 -50 000998,Approaches to World Politics,4,POL-Political Science
POL-331 -01 000999,Law and the Legal Process,4,POL-Political Science
POL-381 -01 001000,Community Leadership: Principles and Approaches,4,POL-Political Science
PSYC-100 -01 000202,General Psychology,4,PSYC-Psychology
PSYC-100 -02 000203,General Psychology,4,PSYC-Psychology
PSYC-100 -03 000204,General Psychology,4,PSYC-Psychology
PSYC-100 -04 000205,General Psychology,4,PSYC-Psychology
PSYC-100 -50 000206,General Psychology,4,PSYC-Psychology
PSYC-100 -51 001150,General Psychology,4,PSYC-Psychology
PSYC-212 -01 000214,Introduction to Diversity and Ethics in Psychology,3,PSYC-Psychology
PSYC-212 -02 000215,Introduction to Diversity and Ethics in Psychology,3,PSYC-Psychology
PSYC-212 -03 000216,Introduction to Diversity and Ethics in Psychology,3,PSYC-Psychology
PSYC-212 -50 000217,Introduction to Diversity and Ethics in Psychology,3,PSYC-Psychology
PSYC-212 -51 000782,Introduction to Diversity and Ethics in Psychology,3,PSYC-Psychology
PSYC-300 -01 000218,Abnormal Psychology,4,PSYC-Psychology
PSYC-300 -02 000219,Abnormal Psychology,4,PSYC-Psychology
PSYC-300 -21 000220,Abnormal Psychology,4,PSYC-Psychology
PSYC-301 -01 000221,Adolescent Psychology,4,PSYC-Psychology
PSYC-302 -01 000222,Adult Development and Lifelong Learning,4,PSYC-Psychology
PSYC-305 -21 000223,Behavior Disorders in Children,4,PSYC-Psychology
PSYC-306 -21 000224,Child Abuse,4,PSYC-Psychology
PSYC-307 -01 000225,Data/Statistical Analysis for the Behavioral Sciences,4,PSYC-Psychology
PSYC-308 -01 000226,Child Psychology,4,PSYC-Psychology
PSYC-308 -02 000227,Child Psychology,4,PSYC-Psychology
PSYC-308 -21 001082,Child Psychology,4,PSYC-Psychology
PSYC-311 -01 000229,Life Span Developmental Psychology,4,PSYC-Psychology
PSYC-311 -21 001292,Life Span Developmental Psychology,4,PSYC-Psychology
PSYC-311 -50 000230,Life Span Developmental Psychology,4,PSYC-Psychology
PSYC-313 -50 000237,Family Systems,4,PSYC-Psychology
PSYC-317 -01 000239,Human Factors,4,PSYC-Psychology
PSYC-323 -01 000240,The Nature of Creativity: A Psychological Perspective,4,PSYC-Psychology
PSYC-327 -01 000241,Psychological Testing,4,PSYC-Psychology
PSYC-328 -21 000242,Psychology of African Americans,4,PSYC-Psychology
PSYC-330 -21 000243,Psychology of Learning: Contemporary Theories and Applications,4,PSYC-Psychology
PSYC-331 -21 000244,Psychology of Men,4,PSYC-Psychology
PSYC-332 -50 000245,Psychology of Personality,4,PSYC-Psychology
PSYC-333 -50 000246,Psychology of Victims,4,PSYC-Psychology
PSYC-336 -01 000247,Social Psychology,4,PSYC-Psychology
PSYC-336 -50 000248,Social Psychology,4,PSYC-Psychology
PSYC-337 -21 000249,Sports Psychology,4,PSYC-Psychology
PSYC-340 -50 000250,Understanding Death and Dying,4,PSYC-Psychology
PSYC-343 -21 000251,Drugs and Behavior: An Introduction to Behavioral Pharmacology,4,PSYC-Psychology
PSYC-344 -50 000252,Industrial-Organizational Psychology,4,PSYC-Psychology
PSYC-346 -50 000254,Health Psychology,4,PSYC-Psychology
PSYC-353 -50 000257,Topics in Early Childhood: Raising Children in the Digital Age,2,PSYC-Psychology
PSYC-356 -01 000259,Early Childhood Development within a Social/Cultural and Historical Context,3,PSYC-Psychology
PSYC-357 -01 000260,Observing and Assessing Young Children: Birth Through Age Five,3,PSYC-Psychology
PSYC-360 -21 000261,Update on Adult Psychiatirc Medications: What Therapists Need to Know,0.5,PSYC-Psychology
PSYC-360 -22 000262,Perplexing Problems in Psychological Practice: Decision Sci/Ethics/Risk Mgt,1,PSYC-Psychology
PSYC-360 -23 000263,MN Psychology Multicultural Summit: Difficult/Courageous Conversations,1,PSYC-Psychology
PSYC-360 -24 000264,Cognitive Behavioral Therapy for InsomniaÂ¿Skills/Knowledge Clinicians Need,0.5,PSYC-Psychology
PSYC-360 -25 000265,Navigating Gender Dysphoria and Gender Diversity in a Therapeutic Setting,0.5,PSYC-Psychology
PSYC-363 -01 000266,Community Psychology,4,PSYC-Psychology
PSYC-367 -01 001154,Human Sexuality,4,PSYC-Psychology
PSYC-367 -50 000267,Human Sexuality,4,PSYC-Psychology
PSYC-368 -01 000783,Psychology of the LGBTQ Community,4,PSYC-Psychology
PSYC-370 -01 000784,Political Psychology,4,PSYC-Psychology
PSYC-381 -50 000270,The American Male,4,PSYC-Psychology
PSYC-385 -50 000271,Educational Psychology,4,PSYC-Psychology
PSYC-387 -01 000785,Environmental Psychology,4,PSYC-Psychology
PSYC-392 -21 000273,Psychology and Education of the Gifted,4,PSYC-Psychology
PSYC-395 -21 000274,Coaching Psychology,4,PSYC-Psychology
PSYC-397 -21 000275,"Developmental Disabilities: Issues, Concepts and Problem Solving",4,PSYC-Psychology
PSYC-399 -41 000276,Applied Psychology Research Internship,,PSYC-Psychology
SOC-101 -01 001001,Introduction to Sociology,3,SOC-Sociology
SOC-101 -02 001002,Introduction to Sociology,3,SOC-Sociology
SOC-301 -01 001003,Contemporary Sociology,4,SOC-Sociology
SOC-302 -01 001004,Interpersonal and Social Power: A View from Below,4,SOC-Sociology
SOC-303 -01 001005,Ethnic Conflict in Global Perspective,4,SOC-Sociology
SOC-304 -01 001006,Social Movements in Global Perspective,4,SOC-Sociology
SOC-306 -01 001007,Deviance and Social Control,4,SOC-Sociology
SOC-309 -01 001008,Homelessness: Critical Issues for Policy and Practice,4,SOC-Sociology
SOC-329 -01 001009,Race and Ethnicity: Sociological and Anthropological Perspectives,4,SOC-Sociology
SOC-381 -01 001010,Community Leadership: Principles and Approaches,4,SOC-Sociology
SSCI-311 -01 001013,Research Methods in Social Science,4,SSCI-Social Science
